,bathrooms,public_remarks,room type,areacode,price,parking_space,property_type,bedroom,spareroom,city,province,address
114,1,"Opportunity Has Come Up For Lease. Well Kept Bungalow.55X132 Lot Size.1 Bedroom ,1 3Pc Bathroom Basement Apartment. Laminate Flooring.***You Must See The Place******* EXTRAS **** Fridge, Stove. Please Follow Covid 19 Protocols (29630717)",basement,905,1290,0.0,Single Family,1,0,Toronto, Ontario M2R1G4,#BSMNT -266 HORSHAM  AVE
115,1,"Newly Renovated 1 Bedroom Apartment. Open Concept, Bright And Spacious With Private Entrance, And Laundry Facilities. Located On A Family Oriented Neighbourhood. A Short Walk To Shopping, Public Transit, Dufferin & Eglinton & Future Lrt. Just Move In And Enjoy!**** EXTRAS **** Fridge, Stove. (29604791)",basement,416,1290,0.0,Single Family,1,0,Toronto, Ontario M6E3Y4,28 FAIRBANK AVE
116,1,"Move In Ready 2 Bedroom Basement Unit, Walking Distance From Royal York And The Queensway. Located On A Quiet Street In Highly Desirable Area In Etobicoke. Separate Side Entrance. Ensuite Laundry, Steps To Transit, Easy Access To Lake Shore , Hwy, Restaurants, Bars, Grocery & All Your Desired Amenities!**** EXTRAS **** Tenant To Pay 1/3 Of Utilities. One Parking Spot For Tenant On The Driveway. No Pet (Cat Is Ok). Rent Can Be Negotiated For Furnished Unit. Use Of The Backyard Is Not Included. (29204792)",basement,905,1295,0.0,Single Family,1,0,Toronto, Ontario M8Y3B7,#BSMT1 -33 MOYNES AVE
117,1,"Great Location, 1 Bdrm Basement Unit In A Family Friendly Neighbourhood. Just 10 Minutes From The Core Of Downtown Toronto In Sought After Neighbourhood. This Has So Much To Offer, Great East York Location, Close To Transit, Dvp, Shopping & Schools.**** EXTRAS **** Fridge, Stove. Tenant Pays 1/3 Of Utilities. Laundry Is Shared With Main Floor Tenant. (29622892)",basement,905,1299,0.0,Single Family,0,1,Toronto, Ontario M4J4G2,#LOWER -45 NORTHBROOK RD
118,1,"Studio Unit Located In The Heart Of Downtown Oshawa. Individually Controlled Heat/Ac, Water, Hydro And High Speed Fibre Internet Included In Rent. Unit Comes With Stainless Steel Fridge, Stove, B/I Micro Wave And Range Hood. Gourmet Kitchen And Quartz Leatherette Countertops. Amenities Include Rooftop Terrace With Bbq, High Speed Elevator, Lounge Wifi, Bike Racks. (29443800)",bedroom,416,1299,0.0,Single Family,0,0,Oshawa, Ontario L1H0A2,#211 -70 KING ST E
119,1,"One Bedroom Plus Den Unit. Den Can Be Used As Second Bedroom. Lower Level Unit With A Separate Entrance And Access To Big Shared Back Yard. Pot Lights Throughout. Prime Leslieville Location, Steps To Queen St W/24Hr Queen St Streetcar, Vibrant Restaurants/Shops, Parks & Beaches. Close To Dvp & Gardiner. 15 Minutes To Downtown.**** EXTRAS **** Stove, Fridge, Range Hood, Light Fixtures. Plus $50/Month For Utilities (Gas, Hydro). Shared Back Yard. Possible Street Permit Parking. (29638535)",basement,416,1299,0.0,Single Family,1,1,Toronto, Ontario M4L2P4,#1 -24 GREENWOOD AVE
120,1,"1. Legal Basement With Spacious One-Bedroom And Amenities, With Laundry Sets In The Lower Floor  30% Of The Utilities Will Be Paid By Basement Tenants & 70% By Main Floor Tenants. Tenants Please Follow Covid Protocols. Offers Welcome Anytime.**** EXTRAS **** The Property Includes 1S/S Fridge, 1S/S Electrical Stove, 1S/S Laundry Set (29504055)",basement,905,1299,0.0,Single Family,1,0,Whitby, Ontario L1R0L5,51 PROMENADE DR
121,1,"Freshly Painted Studio Apt. Get The Privacy You Need. ~0K To Oshawa Go. ~ 5 Min. To Uoit & Durham Campus. Comes With Great Furniture & Appliance Package, Internet, In-Suite Laundry, Kitchen, & Bathroom. Condo Fee, Heat, Ac, Internet, Mailbox, Snow & Garbage Removal (From Main Bldg.) Included. Water, Gas, Hydro Not Included. Excellent Recreation, Fitness, And Lounge In The Bldg. Unit Can Be Rented As Fully Furnace If Need.**** EXTRAS **** Includes Front-Load Washer, Dryer. Stainless Steel Finish Fridge, Dw, Mw. 2-Burner Electric Stove & Exhaust (29629086)",bedroom,416,1300,0.0,Single Family,0,0,Oshawa, Ontario L1G4X9,#401 -1800 SIMCOE  ST
122,4,"Location, Location! Beautiful Family Neighbourhood! 1 Bedroom Basement Apartment, Main Door Entrance! The Landlord Is Looking For A Small Family Or A Single Individual.**** EXTRAS **** Fridge, Stove, Shared Washer, Shared Dryer. (29564815)",basement,416,1300,2.0,Single Family,3,0,Vaughan, Ontario L6A1Y7,17 CARRON AVE N
123,1,"Fantastic 1 Bedroom Plus Living Room Basement In The Desirable Place Townhouse. Close To All Amenities, Schools, Transit, Shopping Center, Groceries, Banks, Hospitals And 401. Monthly Rent + 30% Of The Utilities. Nice Fit For Any Newly Wed Couple, Working Ladies Or A Small Family.**** EXTRAS **** One Parking Space Available On The Drive Way. Entrance From The Main Door. Space For Cooking And Heating Food Available. (29556563)",basement,905,1300,2.0,Single Family,1,1,Milton, Ontario L9T8H5,524 ATTENBOROUGH TERR N
124,1,"Comes Furnished As Is! Shared Laneway & Gate To Backyard. Lovely & Well-Maintained Suite With Separate Entrance. Huge Entertainer's Fully Fenced Yard With Deep Lot. Waterfront Lifestyle, Close To Lake & Trails, Walk To Shops, Restaurants, Schools, Ttc, Go Train Station. Easy Access To Major Hwys.**** EXTRAS **** Air Conditioner (2016), Roof (2016), Chattels: 1 Fridge, 1 Stove, Microwave, Washer/Dryer, All Elf's, All Existing Window Coverings, All Existing Furniture (29467882)",basement,416,1300,0.0,Single Family,1,0,Toronto, Ontario M8V1X5,#LOWER -82 HEMAN ST
125,1,"This House Is Located In A Child And Family Friendly Area. Close To Schools, Shops, Public Transit And More! Well Maintained House Waiting To Be Yours!**** EXTRAS **** Fridge, Stove, Washer, Dryer. (29608180)",basement,416,1300,0.0,Single Family,1,0,Toronto, Ontario M1B2Z2,86 NABOB CRES
126,1,"Recently Finished Basement Apartment W/ 2 Large Bedrooms!! Stainless Steel Appliances & High Efficient Washer & Dryer! Freshly Painted! Walking Distance To Kennedy Subway! Close To All Amenities Including Library, Shopping Centre, Ttc & Many More!**** EXTRAS **** Fridge, Stove (For Tenant Use) & Washer & Dryer (Shared)! Tenants To Pay 20% Of All Utilities! (29502184)",basement,416,1300,0.0,Single Family,2,0,Toronto, Ontario M1K3V1,#BSMT -60 MOORECROFT CRES
127,1,"Beautiful Renovated 1 Br Basement Apt, Laminate Flooring, 3 Pc Bathroom, Very Convenient Location, Walk To Yonge St, Close To Schools, Parks, Transit, Shopping And Highways. Rent Is Only For The Basement. Price Includes Utilities.**** EXTRAS **** Fridge, Stove, Microwave, Range Hood, Shared Washer & Dryer, 1 Parking Spot On Driveway Only. (29371132)",basement,647,1300,2.0,Single Family,1,0,Richmond Hill, Ontario L4C4M2,54 ELGIN MILLS RD W
128,1,"1 Bedroom Plus One Den Basement Unit, Bright And Clean. Ideal For Single And Small Young Family. New Floor. Very Affordable In A Family Friendly Quiet Neighborhood With Easy Access To Bayview Ave, Bayview Second School, Shopping Centers And All Amenities. Shared Responsibility With Existing Tenants For Grass Cutting And Snow Shoveling. Tenant Share Half Hydro And Water.**** EXTRAS **** Fridge Stove, Washer And Dryer(Shared) And All Elf (29527720)",basement,905,1300,0.0,Single Family,1,1,Richmond Hill, Ontario L4C3H8,#BSMT -121 CASCADE CIRC
129,1,"Newly Renovated Spacious Basement Apartment In A Large House With Access To Backyard And Two Private Entrances. Open Kitchen Layout With An Island That Overlooks A Large Living Room. Very Bright And Spacious. Walk To Main Station Subway And Go Train, Public Transit.**** EXTRAS **** Fridge, Stove, Coin Laundry On The Same Floor. (29509792)",basement,416,1300,0.0,Single Family,1,0,Toronto, Ontario M4C4R9,U#1 142 WESTLAKE AVE
130,1,"Cozy Basement (Walk >mount Pleasant Go), Biggest Semi Model Offering Finished Bsmt Legal With Side Entrance, Spacious Bedroom & Living Space. Walking Distance To Library,Schools,Park,Tims & Go Station.**** EXTRAS **** Shared Laundry (White) Washer & Dryer, Extra Powerful S/S Range Hoods + Newer Basement Appliances(S/S Fridge & Range) 30% Utilities Payable By Basement Tenant (29480806)",basement,647,1300,0.0,Single Family,1,0,Brampton, Ontario L6X0Y4,#(BSMNT) -100 CRUMLIN  CRES
131,1,"Comfortable, Cozy And Clean Basement Unit In Sought After Streetsville.  Aaa Tenants Only, One Parking On Driveway And 1 Shed In Backyard For Additional Storage.**** EXTRAS **** All Appliances, Window Coverings And Light Fixtures To Remain On Property. (29592808)",basement,647,1300,5.0,Single Family,1,0,Mississauga, Ontario L5N1H5,#LOWER -20 ALPHA MILLS (LOWER) RD
132,1,"Child Safe And Nice Neighbourhood. New Renovated Finished Bsmt With Separate Entrance. Very Spacious Open Concept Dinning Combine/W Brand New Kitchen. Brand New 4-Pc Bathroom.  Steps To Large New Children's Play Park & Ttc. Easy Access To Subway, New Eglinton Lrt Station And Taylor Creek Ravine.**** EXTRAS **** Stainless Steel Fridge, Stove, Washer, Dryer. One Parking Spot In Driveway. Tenant Pays 25% Of Utilities. (29364111)",basement,416,1300,0.0,Single Family,1,0,Toronto, Ontario M1L2Y5,94 WESTBOURNE(BASEMENT) AVE
133,1,"Excellent Location: New Bsmt, Studio Room, Clean And Spacious. Ideal For Single Person Or One Couple. Ready To Move In Condition. Steps To Ttc And Amenities. No Parking Available.**** EXTRAS **** Fridge, Stove, Washer & Dryer (Coin Laundry Shared). (29369956)",basement,416,1300,0.0,Single Family,1,0,Toronto, Ontario M1B4R8,11 GLANVIL CRES
134,1,"Asement For Rent, Clean And Professional Condition. Entrance From The Garage. Tenant Pays 30% Of All Utilities.Living Room, Kitchen Appliances. Large Bathroom With Shower. Close To Milton Hospital. Washer And Dryer Included**** EXTRAS **** All Appliances - Fridge, Stove, Dishwasher. Washer And Dryer, Tenant Pays 30% Of Utiities. All Covid-19 Protocols In Effect. (29572740)",basement,877,1300,1.0,Single Family,1,0,Milton, Ontario L9T8H9,#BSMT -483 POZBOU CRES
135,1,"Beautifully Updated Lower Level Suite. The Kitchen Offers A Gas Stove, Granite Counter Top & Updated Appliances, Quality Modern Flooring In The Living/Br Room With Window. Bedroom With Window & Plenty Of Closet Space, All-Inclusive Rent. Bright, Clean, Neat!**** EXTRAS **** Coin Laundry On-Site, Location Is Very Convenient - A Quick Walk To Go & Up Express & Bloor Subway, Great Schools, High Park, Trendy Junction & Roncesvalles Are Min's Walk W/ Great Restaurants, Cafes & Much More! (29628956)",basement,416,1300,0.0,Single Family,0,0,Toronto, Ontario M6P1X7,#BSMT 2 -2575 DUNDAS ST W
136,1,"Bright & Spacious Renovated Basement Suite With 1 Large Bedroom + Den Located In The Heart Of Richmond Hill!! Private Laundry, Tons Of Storage Space. 2nd Exit In Case Of Emergency Via Large Size Window. Large 3 Piece Bathroom. Close To Bayview And Major Mac Area, Walmart, Restaurants And All Amenities. One Parking Spot On The Driveway Included.**** EXTRAS **** Fridge, Stove, Private En-Suite Washer & Dryer, All Existing Electric Light Fixtures. 1 Parking Spot On The Driveway. The Tenant Pay 33% Of All Utilities. (29434802)",basement,416,1300,0.0,Single Family,1,1,Richmond Hill, Ontario L4C2N2,#BSMT -50 CARTIER CRES
137,1,"Bright 1 Bedroom Basement Apartment W/ Open Concept & Freshly Painted. Bright Kitchen W/ Stove & Fridge, Space To Entertain. 4Pc Bathroom, Doors & Windows, Trim, Light Fixtures, Electrical & Quality Laminate Floors. Close To The 401, Shopping, Restaurants & More. Private Separate Entrance On Side Of Home.**** EXTRAS **** No Laundry Or Parking. No Smoking Inside. Available For 1 Year Lease Term (29538456)",basement,905,1300,0.0,Single Family,1,0,Oshawa, Ontario L1J5X9,292 VANCOUVER CRES
138,1,"Bachelor/Studio, Suitable For One Person. (No Bedrooms)  Close To Subway, Ttc And Highway 401. Separate Entrance. Parking Included. Utilities Included. Shared Washer/Dryer. No Smoking, No Pets  - Required: First And Last Month Rent Deposit By Certified Cheque, Rental Application, Credit Check, Employment Letter, And References.**** EXTRAS **** => More Info=> Click Below=> 'More Information' Or 'Multimedia' On Mobile. (29370835)",basement,800,1300,0.0,Single Family,0,0,Toronto, Ontario M3K1K5,#BSMT -56 PLEWES RD
139,1,"Cozy One Bedroom Basement Apartment. All Inclusive With Separate Entrance In The Heart Of Danforth Village.  Just Steps To The Pape Subway Station, Shops, Restaurants, Grocery Stores, Gyms, Banks, Libraries, And Many Other Amenities! Plenty Of Cupboards And Storage Space.  No Parking Or Laundry Included. (29383459)",basement,647,1300,0.0,Single Family,1,0,Toronto, Ontario M4K3T2,#LOWER -795 PAPE AVE
140,1,"Prime Location In East Chinatown! 1 Bedroom Ensuite W/ Full Size Kitchen On Main Floor! Laminate Flr @Bedroom & Living Room! Modern Kitchen W/ Full Size Appliances! New Paint! Close To Pape Avenue Jr Ps, Queen Alexandra Ms, & Riverdale Ci, Park, Shopping, Supermarket, Restaurant, Church, Gerrard Square, East Chinatown, Ttc, & Hwy Dvp. Tenant Pay 25% Of The Utilities! Wifi Included!**** EXTRAS **** Electrical Light Fixtures, Fridge, Electric Stove, & Kitchen Exhaust Fan. Move-In Condition!!! (29399753)",bedroom,416,1300,0.0,Single Family,1,0,Toronto, Ontario M4M1Y7,#1 -820 GERRARD ST E
141,1,"Available Immediately.  New 1Br Basement Apartment Including 1 Parking Spot With Separate Entrance, Seperate Laundry Room, New Kitchen, Laminate Floors. Derry & Mavis Area. Excellent Prime Location ! Beautiful Home Close To All Hyw #403, 407, 401, 410 & Bus Stops. Boarder Line Between Mississauga & Brampton. Minutes Walk To Plaza, Heartland Centre, Supermarket, Schools & Community Centre, Park...Etc. Rent Is $1400 + 1/3 Of Utilities.**** EXTRAS **** Washer & Dryer, Fridge & Stove. New Furnace. All Elfs, Lots Of Natural Light In The Basement, Modern Finishes, Sep Laundry Room. The Real Estate Representative And Landlord Do Not Warrant The Retrofit Status Of The Unit. (29596784)",basement,416,1300,1.0,Single Family,1,0,Mississauga, Ontario L5W1L1,#BSMT -704 ROSSELLINI DR
142,1,"Excellent Location! Well Maintained  1 Bedroom Lower Level Of A Semi-Detached Bungalow In Highly Desired And A Quiet Family Friendly Neighbourhood In Mississauga. Full Access To The Backyard, Bbq, 1 Parking Included.**** EXTRAS **** Fridge, Stove, Shared Washer & Dryer. (29415424)",basement,416,1300,0.0,Single Family,1,0,Mississauga, Ontario L5C1G5,973 BLAIRHOLM AVE
143,1,"W/O Basement With Lots Of Natural Light. Very Well Maintained Bright And Spacious, One Bedroom With Private Laundry For Lease. Close To The 407 And Other Amenities Such As Public Transit, Parks. Grocery, Wal-Mart, Home Depot, Costco And Much More.**** EXTRAS **** Fridge, Stove, Range Hood Fan, Washer Dryer (29387891)",basement,416,1300,1.0,Single Family,1,0,Markham, Ontario L3S4S5,43 MONIQUE CRT
144,1,"Immaculate 1 Bedroom Basement Apartment In The Beautiful Meadowvale Village Area. Minute Walk To Public Transit. Open Concept Living & Kitchen. Separate Side Entrance, 1 Spacious Bedroom With Windows And Closet. - Full-Size Kitchen, 1 Full Washroom - Lots Of Storage Space Available - 1 Driveway Parking.**** EXTRAS **** Extras:Close To Schools, Buses, Conservation Area, Hwy 401,407 &403, Heartland Shopping Centre Etc. Tenants To Pay 30% Of The Utilities. (29537448)",basement,647,1300,1.0,Single Family,1,0,Mississauga, Ontario L5W1B4,#LOWER -6901 BUTTLE STATION PL N
145,1,Fully Finished Basement W/Walkout Sep Entrance (In-Law Suite With Kitchen And Bathroom) ** This is a linked property.** **** EXTRAS **** Ideal For Couple Or Professional. (30% Of All Utilities ) Parking Available On The Street (29648793),basement,866,1300,0.0,Single Family,1,0,Milton, Ontario L9T5J9,#LOWER -516 KEARNS DR
146,1,"2021Renovated! Move-In Ready, Spacious 1 Bedroom Main Floor Unit, Stainless Steel Appliances, Modern Finishes, 4 Pc Bathroom, Steps To Parks & Grocery Stores**** EXTRAS **** Stainless Steel Appliances, 2021 Renovated, Pot Lights, 4Pc Bathroom, Steps To Parks & Grocery Stores (29409562)",bedroom,416,1300,0.0,Single Family,1,0,Oshawa, Ontario L1G3Z7,#2 -81 MCMILLAN DR
147,1,"Take Advantage Of This All Inclusive 1 Bedroom Upper Unit With Parking For Upto 3 Cars. Full Bathroom With Private Laundry, Newer Appliances And Baseboard Trims. Walking Distance From Oshawa Centre, Yummy Foods & Amenities. Just Minutes From Oshawa Go Station, Durham College, Downtown And The Lake**** EXTRAS **** Fridge, Stove, Dishwasher, Washer & Dryer Pets Are Welcome. No Smoking. Brand New Stairs And Railings Installed Last Month.  ***All Inclusive Option Available For An Extra $100 Per Month*** (29666468)",upper-unit,905,1300,0.0,Single Family,1,0,Oshawa, Ontario L1H2L5,#2ND LVL -21 MAPLE ST
148,1,"Bloor And Dufferin Beautiful Four Bedroom Apartment, With Renovated Kitchen, Bathroom And Bedroom , Flooring, And Much More. One Bedroom Out Of The Four Bedrooms Is For Rent! Plus One Quarter (1/4) Of The Utilities Extra To Be Paid.**** EXTRAS **** One Bedroom For Rent Out Of The Four Bedrooms For Rent. (29596480)",bedroom,647,1300,0.0,Single Family,1,0,Toronto, Ontario M6H1M6,#C -1074 BLOOR ST W
149,1,"Bright And Clean Bedrooms In Basement. Furnished With Queen Sized Bed. Separate/Private Side Entrance To Basement. Basic Rent Plus Shared Utilities. Close To Bus Stop, Walking Distance To Shopping And Groceries. Total 400Sqft Of Living Space. One Extra Large Bedroom, One 3 Piece Bathroom, One Independent Spacious Kitchen. Shared New A/C And Heating Furnace. Newer Laundry Appliances, Unlimited Wifi, Newly Paved Side Way & Side Yard.**** EXTRAS **** Completely Separate Side Entrance And Exit. 1 Parking Space Is Provide. Extra Parking Can Be Purchased For $100/Month.No Pets. Property Kept Clean And Secure. (29634812)",basement,905,1300,0.0,Single Family,1,0,Brampton, Ontario L6X2V5,17 GREENLEAF (BASEMENT) CRES
150,1,"Located Close To Public Schools, High School, University, Centennial College, Scarborough Town Centre, Recreation Centre & Minutes To Hwy 401 And Bus Stand. Only Basement For Rent.**** EXTRAS **** Fridge, Stove, Washer & Dryer, All Elfs And Window Coverings. (29261062)",basement,905,1300,4.0,Single Family,1,0,Toronto, Ontario M1G2L6,6 MID PINES RD
151,1,"Spacious 1 Br Unit With Own Laundry. Privacy Walk Up Entrance. Peaceful Mature Neighborhood """"Corso Italia-Davenport"""". Step To Ttc, One Bus To Dufferin Station, Shopping, Restaurant, Parks And Bakeries.**** EXTRAS **** Fridge, Stove, Range Hood, Washer And Dryer. (29515814)",basement,416,1300,0.0,Single Family,1,0,Toronto, Ontario M6H2L9,#BSMT -118 AUBURN AVE
152,1,"Bsmt Excellent Location Beautiful Home In Highly Desirable Cedarwood Area!. Open Concept Laminate Floor Throughout. Bedroom With Closet, Big Kitchen Walking Distance To Transit, Schools, Walmart, Costco, Home Depot, Plaza Parks, Trail, 2 Min Drive 407. Tenant Have To Pay 30% Of Utilities. (29527846)",basement,905,1300,1.0,Single Family,2,0,Markham, Ontario L3S4S4,291 ELSON ST
153,1,"Clean And Spacious 2 Bedroom Basement Apartment In The Heart Of Brampton! This Unit Contains A Fully Separate Entrance With A Brand New Modern Kitchen, Laminate Flooring, Laundry And 1 Parking Spot. Great Family Neighborhood Near Good Schools, Transit, Grocery Stores And Restaurants. An Amazing Combination Of Location, Price & Functional Space Offering Outstanding Value.**** EXTRAS **** No Smokers. No Pets. Tenants Are Responsible For 30% Of All Utilities. Includes Stove, Fridge, Washer And Dryer. (29432631)",basement,647,1300,1.0,Single Family,2,0,Brampton, Ontario L6Z0G5,17 GULFBROOK CIRC
154,1,"Great 1 Bedroom Basement Apartment Available For Lease In A Desirable Churchill Meadows Neighbourhood! Unit Is Cozy And Clean. Laminate Flooring In The Living Room And Bedroom. Kitchen And Breakfast Area With Tile Flooring.  Fantastic Location. Close To Erin Mills Town Centre, Credit Valley Hospital, Schools, Parks, Highways 407 & 403, And So Much More!**** EXTRAS **** Fridge, Stove, And 1 Parking Included. Shared Washer And Dryer. (29663205)",basement,905,1300,1.0,Single Family,1,0,Mississauga, Ontario L5M7K7,#BSMT -3474 COVENT CRES
155,1,"Location!! Location!! One Bedroom Basement Apartment With Separate Entrance In Highly Demandable Area Of Martin Grove And  Steeles Area. Close To All Amenities, Walking Distance To Schools, Shopping And Transportation. Spacious Basement.**** EXTRAS **** Fridge And Stove. (29372529)",basement,416,1300,1.0,Single Family,1,0,Toronto, Ontario M9V4Z1,#BSMT -32 BORDEAUX CRCT
156,1,"Very Clean And Cozy 1 Bedroom Basement Apartment Located In A Very Convenient Low Traffic And Safe Neighborhood. Looking For Aaa Tenants. Ideal For A Single Person. Separate Entrance And Ensuite Laundry. Laminate Floors And Pot Lights. Rent Includes Utilities.**** EXTRAS **** Fridge, Stove, Washer, Dryer. (29451894)",basement,416,1300,1.0,Single Family,1,0,Brampton, Ontario L6V4C7,#BSMT -6 CARL DALLI CRT
157,1,"All Inclusive 3 Bedroom And 1 Bathroom Basement With A Spacious Living/ Dining Room In A Quite Neighborhood In Markham. Great Space For A Couple/ Professionals! Walking Distance To Ttc/ Yrt, Pacific Mall, Go Train/Parks, Shopping, Groceries, Restaurants, Parks & More.**** EXTRAS **** Includes Fridge, Stove, Shared Washer, Hydro, Water, Heat, A/C, Internet, Cable Tv, 2 Car Parking (Tandem) (29168102)",basement,905,1300,2.0,Single Family,3,0,Markham, Ontario L3S1W3,#BSMT -152 CARTMEL DR
158,1,"One Bedroom Totally Renovated Basement Apartment With Stainless Steel Appliances And Pot Light. Close To School, Plaza, Hwy, Ttc,Etc.**** EXTRAS **** Stainless Steel Fridge, Stainless Steel Stove, Stainless Steel Microwave, Washer And Dryer. (29444904)",basement,905,1350,1.0,Single Family,1,0,Toronto, Ontario M3L1P1,#BSMT -75 DOMBEY RD
159,1,"Bright & Spacious One Bedroom Plus Den (Can Easily Be Used As A 2nd Bedroom Or Amazing Office Space From Those Working From Home) Unit Located In Central Durham,Ajax-Wsetney & 401! Newly Renovated W/High End Finishes! Steps Away From Incredible Parks, Trails And Schools.Private Separate Entrance On Side Of Home.Basement Tenant Will Be Responsible To Clear Snow On Their Walkway & Half Of The Driveway. No Smoking & No Pets.**** EXTRAS **** One Outdoor Parking Space Available. Use Of Fridge, Stove, Washer & Dryer( Washer And Dryer- Shared). Tenant Pays 30% Gas, Hydro And Water. (29648461)",basement,416,1350,1.0,Single Family,1,1,Ajax, Ontario L1S6T5,#BSMT -114 REED DR E
160,1,Completely Furnished Basement Rental In A Very Convenient Area. Very Clean And Large 1 Bedroom Unit. Separate Living Room Can Be Easily Converted To 2nd Bedroom If Desired;  Kitchen And Dining Area Are Separated. Parking Is Included. ***Walking To Shops And Grocery Stores; Easy Access To Bus Routes For Travelling**** EXTRAS **** Everything In The Pictures Are Included In Rental. Just Pack Your Bags In Move In; Lockbox For Easy Showings (29557797),basement,416,1350,0.0,Single Family,1,0,Toronto, Ontario M3L1M4,#BASE -143 GILTSPUR DR
161,1,"Very Convenient, Spacious, Clean & Bright 2 Bedroom Bsmt Apartment With Separate Entrance In A High Demanded Location. Large Living Room And Separate Kitchen With Ceramic Floor & Backsplash, 4 Pc Washroom, Each Room Has Closet And Window. Closer To Many Necessary Amenities Such As Schools. Transport Service, Major Banks, Restaurants, Costco, Canadian Tire, Staples, Etc.. Ready For Immediate Move. Once You See It, You Will Love It.**** EXTRAS **** Fridge, Stove, Shared Washer & Dryer, Cable Tv, One Parking Space. (29577869)",basement,416,1350,1.0,Single Family,2,0,Markham, Ontario L3S4J5,59 QUANTUM ST
162,1,"Experience Luxury Living In This Picture Perfect Home! Prime Location W/Transit And Highway At Your Doorstep! Why Live In A Condo When You Can Live In This Stunning Home With A Lovely Yard And 1 Parking! Beautifully Renovated Modern Home! Tons Of Lower Level Windows And Natural Light ! Renovated Kitchen & Bathroom! Potlights & Upgraded Light Fixtures Throughout +++**** EXTRAS **** Incl: Downstairs Stainless Steel Fridge, Stove, B/I Dishwasher, Otr Hoodfan, Shared Washer & Dryer, 1 Parking Spaces At Front (29587828)",basement,416,1350,0.0,Single Family,1,0,Oshawa, Ontario L1H3E2,#LOWER -412 DEAN  AVE
163,1,"Stylish, Modern And Bright! Attractive, Open Concept Bachelor Apartment With Above Grade Windows-All Beautifully Finished. Surrounded By Parks, Shops, And Restaurants. Easy Commuting Downtown Via Ttc Or Dvp.**** EXTRAS **** Fridge, Stove (29654645)",basement,416,1350,0.0,Single Family,0,0,Toronto, Ontario M4C1S5,#LOWER -301 WOLVERLEIGH BLVD
164,1,"Located In The Heart Of East York - This Bright, Modern And Spacious Open Concept Space Is Waiting For You.  Featuring High Ceilings, Modern Finishes, And A Luxury Kitchen - You Wont Find This Anywhere Else. Venture In The Neighbourhood For Your Local Farmer's Market, Restaurants, Shops, Beaches, Evergreen Brickworks, Taylor Creek Ravine, Mgh And Much More. Family Friendly And Quiet Street.**** EXTRAS **** Fridge, Stove, Washer, Dryer. Utilities Shared With Main Floor Tenant. (29547877)",basement,416,1350,0.0,Single Family,1,0,Toronto, Ontario M4C2N7,#BSMT -95 BARKER AVE
165,1,"Beautiful Spacious Basement Apartment With Private Entrance! Located In A Quiet Cres. Walk To Ttc, Schools And Churches. Short Distance To Go Station, Up Express, And Shopping. Large Windows And Walk-Out To Backyard. Entire Unit Above Ground. All Utilities + Internet Included.**** EXTRAS **** Fridge, Stove & Washer/Dryer Combo Unit. Absolutely No Smoking (Including Backyard) And No Pets Allowed  (Health Reasons). No Exceptions. (29488823)",basement,416,1350,0.0,Single Family,1,0,Toronto, Ontario M6M5L6,#BSMT -31 SHINING STAR CRES
166,1,"Welcome To 784 Adelaide St Located In The Heart Of Niagara On A Quiet Street. This Updated Lower Level Unit Is Clean, Bright And Spacious. 1 Large Bd With Storage. Close To All Amenities. Steps To Queen St & King St. Walking Distance To Many Shops. Restaurants, Trinity Bellwood Park, & Ttc. This Has Everything You Need On Your Wish List! Coin Operated Laundry On Premises. No Smoking.**** EXTRAS **** Included For Tenant's Use: Stove, Rangehood, Fridge. And Outdoor Sitting. All Utilities Included. Tenants Pay For Internet And Cable. (29390061)",basement,905,1350,0.0,Single Family,1,0,Toronto, Ontario M6J1B4,#BSMT -784 ADELAIDE ST W
167,1,"Walk Out Basement In Westbrook On Quiet Cul-De-Sac On Premium Oversized Lot. Top Rated Schools, Hardwood Floors Throughout. Tenant To Pay 1/3 Of All Utilities.**** EXTRAS **** Fridge, Stove And Hood, Clothes Washer & Dryer. (29579490)",basement,416,1350,0.0,Single Family,0,1,Richmond Hill, Ontario L4S0C1,#LOWER -31 SHALLOT CRT
168,1,"Great Location! Renovated Separate Entrance Basement Apartment. A Quiet Street Of Prime Thornhill/Markham.Steps To Yonge For All The Amenities/Transportation Shopping, Restaurant, Supermarkets And Highways. A Must See. Lower Floor Only. Shared Laundry. S/S Appliances. Suitable For Young Couple Or Single Person. Close To Ski, Thornhill Golf Course, Close To School.**** EXTRAS **** Tenant Is Responsible For 1/4 Of Utilities. Internet Is Separate.Landlord Is A Rea. (29546454)",basement,416,1350,0.0,Single Family,1,0,Markham, Ontario L3T3L1,#BSMT -32 KIRK DR
169,1,"All Of The Amenities Just Minutes Away. 5 Minutes Walk To Go Train , Close To The 404 And Shopping Centers, Boundary Of Bayview Secondary High School. Rental Unit Is The Basement Only And Tenant Pays 40% Of Utilities**** EXTRAS **** Extras:Stove, Shared Washer& Dryer, Fridge (29554740)",basement,416,1350,0.0,Single Family,3,0,Richmond Hill, Ontario L4C1B5,#(BSMT) -397 CENTRE ST E
